month,country,merchant_segment,device,payment_method,attempts,successes,attempted_volume_usd,refunds,disputes,platform_revenue_usd,successful_amount_usd,success_rate,refund_rate,dispute_rate
2026-05,US,Mid-market,Desktop,Wallet,1289,1226,90005.93,19,3,1618.74,85198.56,0.9511249030256013,0.015497553017944535,0.0024469820554649264
2026-05,US,Mid-market,Mobile,BNPL,674,607,50575.08,16,1,856.52,45076.61,0.900593471810089,0.026359143327841845,0.0016474464579901153
2026-05,US,Mid-market,Mobile,Bank debit,1246,1153,93878.47,19,5,1655.7,87150.5,0.9253611556982343,0.01647875108412836,0.004336513443191674
2026-05,US,Mid-market,Mobile,Card,7130,6703,507872.11,94,45,9074.28,477556.93,0.9401122019635344,0.014023571535133523,0.006713411905117111
2026-05,US,Mid-market,Mobile,Wallet,2218,2108,160662.52,37,4,2892.6,152237.86,0.9504057709648331,0.017552182163187855,0.0018975332068311196
2026-05,US,SMB,Desktop,BNPL,693,632,36149.92,13,3,629.38,33119.66,0.911976911976912,0.020569620253164556,0.004746835443037975
2026-05,US,SMB,Desktop,Bank debit,1304,1204,65541.73,14,5,1159.42,61019.38,0.9233128834355828,0.011627906976744186,0.004152823920265781
2026-05,US,SMB,Desktop,Card,7544,7123,378439.02,112,52,6775.64,356573.02,0.9441940615058324,0.015723711919135196,0.007300294819598483
2026-05,US,SMB,Desktop,Wallet,2318,2229,114815.92,46,4,2096.88,110370.43,0.9616048317515099,0.02063705697622252,0.001794526693584567
2026-05,US,SMB,Mobile,BNPL,1313,1218,64179.22,33,4,1146.8,60358.27,0.9276466108149276,0.027093596059113302,0.003284072249589491
2026-05,US,SMB,Mobile,Bank debit,2246,2095,114138.85,37,8,2023.02,106478.87,0.9327693677649154,0.01766109785202864,0.0038186157517899762
2026-05,US,SMB,Mobile,Card,13397,12511,669917.26,182,90,11880.88,625290.04,0.9338657908486975,0.014547198465350492,0.007193669570777716
2026-05,US,SMB,Mobile,Wallet,4328,4118,210616.8,55,14,3810.15,200528.52,0.9514787430683919,0.013355998057309373,0.003399708596406022
2026-06,AU,Enterprise,Desktop,BNPL,46,44,3934.75,0,0,71.64,3770.31,0.9565217391304348,0.0,0.0
2026-06,AU,Enterprise,Desktop,Bank debit,77,72,7390.1,0,0,131.6,6927.81,0.935064935064935,0.0,0.0
2026-06,AU,Enterprise,Desktop,Card,447,414,49220.11,5,2,879.07,46260.01,0.9261744966442953,0.012077294685990338,0.004830917874396135
2026-06,AU,Enterprise,Desktop,Wallet,162,154,17182.25,3,1,316.93,16681.78,0.9506172839506173,0.01948051948051948,0.006493506493506494
2026-06,AU,Enterprise,Mobile,BNPL,78,70,8060.12,1,0,134.92,7100.79,0.8974358974358975,0.014285714285714285,0.0
2026-06,AU,Enterprise,Mobile,Bank debit,139,126,14335.63,4,1,244.21,12855.03,0.9064748201438849,0.031746031746031744,0.007936507936507936
2026-06,AU,Enterprise,Mobile,Card,821,773,90763.45,14,6,1626.58,85606.53,0.9415347137637028,0.018111254851228976,0.007761966364812419
2026-06,AU,Enterprise,Mobile,Wallet,286,270,31641.97,4,0,565.01,29732.19,0.9440559440559441,0.014814814814814815,0.0
2026-06,AU,Mid-market,Desktop,BNPL,104,97,7585.16,4,0,130.4,6861.33,0.9326923076923077,0.041237113402061855,0.0
2026-06,AU,Mid-market,Desktop,Bank debit,166,148,11054.44,3,0,188.16,9907.0,0.891566265060241,0.02027027027027027,0.0
2026-06,AU,Mid-market,Desktop,Card,1061,994,72997.5,15,3,1306.17,68755.66,0.9368520263901979,0.015090543259557344,0.0030181086519114686
2026-06,AU,Mid-market,Desktop,Wallet,313,296,23784.51,8,1,423.09,22269.09,0.9456869009584664,0.02702702702702703,0.0033783783783783786
2026-06,AU,Mid-market,Mobile,BNPL,175,162,15058.33,2,1,272.16,14323.38,0.9257142857142857,0.012345679012345678,0.006172839506172839
2026-06,AU,Mid-market,Mobile,Bank debit,334,321,26729.73,3,1,498.48,26237.36,0.9610778443113772,0.009345794392523364,0.003115264797507788
2026-06,AU,Mid-market,Mobile,Card,1824,1695,125484.51,27,15,2190.81,115292.97,0.9292763157894737,0.01592920353982301,0.008849557522123894
2026-06,AU,Mid-market,Mobile,Wallet,595,557,42823.55,5,2,757.66,39881.82,0.9361344537815126,0.008976660682226212,0.003590664272890485
2026-06,AU,SMB,Desktop,BNPL,168,150,8276.68,7,0,141.47,7447.46,0.8928571428571429,0.04666666666666667,0.0
2026-06,AU,SMB,Desktop,Bank debit,337,311,17513.07,9,0,310.65,16346.42,0.9228486646884273,0.028938906752411574,0.0
2026-06,AU,SMB,Desktop,Card,1883,1775,93617.31,26,13,1674.67,88139.57,0.9426447158789166,0.014647887323943662,0.007323943661971831
2026-06,AU,SMB,Desktop,Wallet,612,582,29743.59,6,2,540.21,28428.8,0.9509803921568627,0.010309278350515464,0.003436426116838488
2026-06,AU,SMB,Mobile,BNPL,317,288,15145.23,2,2,266.56,14031.7,0.9085173501577287,0.006944444444444444,0.006944444444444444
2026-06,AU,SMB,Mobile,Bank debit,590,554,27901.35,8,0,502.57,26448.85,0.9389830508474576,0.01444043321299639,0.0
2026-06,AU,SMB,Mobile,Card,3347,3141,168840.26,41,30,3030.88,159512.03,0.9384523453839259,0.013053167780961477,0.009551098376313277
2026-06,AU,SMB,Mobile,Wallet,1060,1004,56364.23,17,2,1026.19,54009.62,0.9471698113207547,0.01693227091633466,0.00199203187250996
2026-06,CA,Enterprise,Desktop,BNPL,53,46,6579.05,1,0,101.52,5342.38,0.8679245283018868,0.021739130434782608,0.0
2026-06,CA,Enterprise,Desktop,Bank debit,102,95,9843.36,0,0,171.16,9010.03,0.9313725490196079,0.0,0.0
2026-06,CA,Enterprise,Desktop,Card,655,620,69048.37,8,5,1254.09,66007.02,0.9465648854961832,0.012903225806451613,0.008064516129032258
2026-06,CA,Enterprise,Desktop,Wallet,201,189,24839.52,5,2,448.29,23594.72,0.9402985074626866,0.026455026455026454,0.010582010582010581
2026-06,CA,Enterprise,Mobile,BNPL,115,103,16706.0,0,0,284.67,14983.2,0.8956521739130435,0.0,0.0
2026-06,CA,Enterprise,Mobile,Bank debit,184,170,20431.71,4,0,360.75,18986.53,0.9239130434782609,0.023529411764705882,0.0
2026-06,CA,Enterprise,Mobile,Card,1179,1113,132775.05,21,5,2407.22,126695.4,0.9440203562340967,0.018867924528301886,0.004492362982929021
2026-06,CA,Enterprise,Mobile,Wallet,413,396,39473.23,7,1,718.63,37823.24,0.9588377723970944,0.017676767676767676,0.0025252525252525255
2026-06,CA,Mid-market,Desktop,BNPL,111,96,8203.73,2,0,136.31,7173.54,0.8648648648648649,0.020833333333333332,0.0
2026-06,CA,Mid-market,Desktop,Bank debit,221,214,16737.45,4,1,312.21999999999997,16429.99,0.9683257918552036,0.018691588785046728,0.004672897196261682
2026-06,CA,Mid-market,Desktop,Card,1346,1273,96214.43,21,12,1722.9,90678.72,0.9457652303120356,0.016496465043205028,0.009426551453260016
2026-06,CA,Mid-market,Desktop,Wallet,430,410,30734.24,7,1,562.52,29602.96,0.9534883720930233,0.01707317073170732,0.0024390243902439024
2026-06,CA,Mid-market,Mobile,BNPL,230,216,16516.24,8,0,291.42,15336.06,0.9391304347826087,0.037037037037037035,0.0
2026-06,CA,Mid-market,Mobile,Bank debit,402,375,30299.74,5,0,535.36,28174.6,0.9328358208955224,0.013333333333333334,0.0
2026-06,CA,Mid-market,Mobile,Card,2328,2174,165041.4,42,17,2963.27,155968.86,0.9338487972508591,0.019319227230910764,0.0078196872125115
2026-06,CA,Mid-market,Mobile,Wallet,781,743,57881.91,10,1,1037.03,54582.58,0.9513444302176697,0.013458950201884253,0.0013458950201884253
2026-06,CA,SMB,Desktop,BNPL,231,212,12658.08,2,0,224.4,11810.19,0.9177489177489178,0.009433962264150943,0.0
2026-06,CA,SMB,Desktop,Bank debit,436,407,21895.25,7,3,377.66,19881.09,0.9334862385321101,0.0171990171990172,0.007371007371007371
2026-06,CA,SMB,Desktop,Card,2440,2307,125486.24,32,15,2265.26,119221.24,0.9454918032786885,0.013870827915041179,0.006501950585175552
2026-06,CA,SMB,Desktop,Wallet,775,748,40785.02,14,1,748.46,39387.17,0.9651612903225807,0.01871657754010695,0.001336898395721925
2026-06,CA,SMB,Mobile,BNPL,421,374,22395.9,5,0,386.76,20359.12,0.8883610451306413,0.013368983957219251,0.0
2026-06,CA,SMB,Mobile,Bank debit,781,725,37837.28,14,4,673.09,35428.56,0.9282970550576184,0.019310344827586208,0.005517241379310344
2026-06,CA,SMB,Mobile,Card,4476,3832,226955.15,65,24,3702.17,194861.67,0.8561215370866846,0.01696242171189979,0.006263048016701462
2026-06,CA,SMB,Mobile,Wallet,1479,1421,73770.73,27,8,1344.8,70776.38,0.9607843137254902,0.019000703729767768,0.005629838142153413
2026-06,DE,Enterprise,Desktop,BNPL,48,47,4179.1,2,0,78.83,4150.74,0.9791666666666666,0.0425531914893617,0.0
2026-06,DE,Enterprise,Desktop,Bank debit,91,86,7800.3,1,1,144.01,7578.95,0.945054945054945,0.011627906976744186,0.011627906976744186
2026-06,DE,Enterprise,Desktop,Card,473,449,51438.17,11,2,925.16,48694.840000000004,0.9492600422832981,0.024498886414253896,0.004454342984409799
2026-06,DE,Enterprise,Desktop,Wallet,158,151,14127.64,7,1,252.55,13292.4,0.9556962025316456,0.046357615894039736,0.006622516556291391
2026-06,DE,Enterprise,Mobile,BNPL,77,70,8793.52,2,0,140.83,7413.49,0.9090909090909091,0.02857142857142857,0.0
2026-06,DE,Enterprise,Mobile,Bank debit,125,113,13013.66,2,0,217.52,11447.62,0.904,0.017699115044247787,0.0
2026-06,DE,Enterprise,Mobile,Card,843,781,99247.54,11,8,1751.4,92187.63,0.9264531435349941,0.014084507042253521,0.010243277848911651
2026-06,DE,Enterprise,Mobile,Wallet,255,242,25178.03,6,0,446.73,23511.18,0.9490196078431372,0.024793388429752067,0.0
2026-06,DE,Mid-market,Desktop,BNPL,88,78,7244.76,4,0,121.06,6373.93,0.8863636363636364,0.05128205128205128,0.0
2026-06,DE,Mid-market,Desktop,Bank debit,167,153,12571.49,3,2,216.25,11379.2,0.9161676646706587,0.0196078431372549,0.013071895424836602
2026-06,DE,Mid-market,Desktop,Card,1032,982,75915.17,17,5,1370.09,72110.75,0.9515503875968992,0.017311608961303463,0.0050916496945010185
2026-06,DE,Mid-market,Desktop,Wallet,335,321,23695.52,6,0,437.45,23023.51,0.9582089552238806,0.018691588785046728,0.0
2026-06,DE,Mid-market,Mobile,BNPL,149,130,12156.71,1,1,211.86,11153.56,0.87248322147651,0.007692307692307693,0.007692307692307693
2026-06,DE,Mid-market,Mobile,Bank debit,323,298,22281.01,6,0,399.4,21018.26,0.9226006191950464,0.020134228187919462,0.0
2026-06,DE,Mid-market,Mobile,Card,1806,1688,130045.81999999999,30,8,2289.56,120514.02,0.9346622369878184,0.017772511848341232,0.004739336492890996
2026-06,DE,Mid-market,Mobile,Wallet,542,515,39861.2,3,0,718.59,37814.77,0.9501845018450185,0.005825242718446602,0.0
2026-06,DE,SMB,Desktop,BNPL,170,157,8031.84,2,0,140.49,7396.14,0.9235294117647059,0.012738853503184714,0.0
2026-06,DE,SMB,Desktop,Bank debit,329,299,15212.89,6,0,257.14,13536.16,0.9088145896656535,0.020066889632107024,0.0
2026-06,DE,SMB,Desktop,Card,1822,1709,89437.88,32,6,1593.1,83850.7,0.937980241492865,0.018724400234055003,0.003510825043885313
2026-06,DE,SMB,Desktop,Wallet,576,540,26385.28,10,4,470.6,24772.46,0.9375,0.018518518518518517,0.007407407407407408
2026-06,DE,SMB,Mobile,BNPL,320,291,15868.53,8,0,275.94,14521.92,0.909375,0.027491408934707903,0.0
2026-06,DE,SMB,Mobile,Bank debit,523,476,27503.13,8,0,476.81,25093.43,0.9101338432122371,0.01680672268907563,0.0
2026-06,DE,SMB,Mobile,Card,3281,3055,158763.87,57,15,2784.47,146557.12,0.931118561414203,0.018657937806873977,0.004909983633387889
2026-06,DE,SMB,Mobile,Wallet,1098,1028,55532.27,14,1,990.76,52140.56,0.936247723132969,0.013618677042801557,0.0009727626459143969
2026-06,GB,Enterprise,Desktop,BNPL,45,44,4345.55,1,0,76.91,4049.93,0.9777777777777777,0.022727272727272728,0.0
2026-06,GB,Enterprise,Desktop,Bank debit,96,87,9394.11,0,0,156.8,8255.25,0.90625,0.0,0.0
2026-06,GB,Enterprise,Desktop,Card,573,532,57478.47,6,5,1011.36,53237.5,0.9284467713787086,0.011278195488721804,0.009398496240601503
2026-06,GB,Enterprise,Desktop,Wallet,151,140,14656.96,3,0,258.41,13600.619999999999,0.9271523178807947,0.02142857142857143,0.0
2026-06,GB,Enterprise,Mobile,BNPL,97,85,10957.33,1,0,184.35,9701.56,0.8762886597938144,0.011764705882352941,0.0
2026-06,GB,Enterprise,Mobile,Bank debit,167,154,17219.21,2,0,300.57,15822.16,0.9221556886227545,0.012987012987012988,0.0
2026-06,GB,Enterprise,Mobile,Card,1046,981,118645.82,16,4,2093.53,110185.61,0.9378585086042065,0.0163098878695209,0.004077471967380225
2026-06,GB,Enterprise,Mobile,Wallet,324,305,32526.44,9,1,578.12,30429.74,0.941358024691358,0.029508196721311476,0.003278688524590164
2026-06,GB,Mid-market,Desktop,BNPL,121,111,10014.47,3,1,177.79,9358.960000000001,0.9173553719008265,0.02702702702702703,0.009009009009009009
2026-06,GB,Mid-market,Desktop,Bank debit,219,198,15729.46,1,0,260.98,13733.46,0.9041095890410958,0.005050505050505051,0.0
2026-06,GB,Mid-market,Desktop,Card,1166,1114,84274.17,18,9,1530.3,80536.92,0.9554030874785592,0.01615798922800718,0.00807899461400359
2026-06,GB,Mid-market,Desktop,Wallet,360,349,24434.85,4,0,451.46999999999997,23758.68,0.9694444444444444,0.011461318051575931,0.0
2026-06,GB,Mid-market,Mobile,BNPL,194,178,13653.86,2,1,230.5,12131.6,0.9175257731958762,0.011235955056179775,0.0056179775280898875
2026-06,GB,Mid-market,Mobile,Bank debit,335,317,26124.99,9,0,476.76,25094.74,0.9462686567164179,0.028391167192429023,0.0
2026-06,GB,Mid-market,Mobile,Card,2013,1890,145324.58,30,5,2595.9,136632.29,0.9388971684053651,0.015873015873015872,0.0026455026455026454
2026-06,GB,Mid-market,Mobile,Wallet,667,640,48904.67,8,1,896.62,47187.72,0.95952023988006,0.0125,0.0015625
2026-06,GB,SMB,Desktop,BNPL,209,190,9943.25,3,0,171.72,9036.82,0.9090909090909091,0.015789473684210527,0.0
2026-06,GB,SMB,Desktop,Bank debit,419,391,20938.95,5,2,370.98,19522.29,0.9331742243436754,0.01278772378516624,0.005115089514066497
2026-06,GB,SMB,Desktop,Card,2244,2127,113892.41,29,12,2050.78,107923.42,0.9478609625668449,0.013634226610249177,0.005641748942172073
2026-06,GB,SMB,Desktop,Wallet,739,713,40601.28,15,1,745.15,39212.52,0.9648173207036536,0.021037868162692847,0.001402524544179523
2026-06,GB,SMB,Mobile,BNPL,388,354,18296.32,10,0,311.86,16413.73,0.9123711340206185,0.02824858757062147,0.0
2026-06,GB,SMB,Mobile,Bank debit,688,637,31845.170000000002,9,2,541.71,28510.41,0.9258720930232558,0.0141287284144427,0.0031397174254317113
2026-06,GB,SMB,Mobile,Card,3889,3341,196281.18,52,18,3212.62,169078.45,0.8590897402931345,0.01556420233463035,0.005387608500448967
2026-06,GB,SMB,Mobile,Wallet,1248,1196,62992.6,19,2,1154.96,60786.51,0.9583333333333334,0.01588628762541806,0.0016722408026755853
2026-06,US,Enterprise,Desktop,BNPL,193,181,19724.61,2,0,347.59,18297.24,0.9378238341968912,0.011049723756906077,0.0
2026-06,US,Enterprise,Desktop,Bank debit,290,262,32810.65,8,1,525.93,27680.16,0.903448275862069,0.030534351145038167,0.003816793893129771
2026-06,US,Enterprise,Desktop,Card,1752,1639,199461.7,21,7,3522.86,185408.51,0.9355022831050228,0.012812690665039659,0.004270896888346553
2026-06,US,Enterprise,Desktop,Wallet,558,542,64257.64,6,3,1189.76,62616.29,0.9713261648745519,0.01107011070110701,0.005535055350553505
2026-06,US,Enterprise,Mobile,BNPL,324,292,35530.37,6,0,619.74,32613.53,0.9012345679012346,0.02054794520547945,0.0
2026-06,US,Enterprise,Mobile,Bank debit,545,495,60567.78,5,3,1043.94,54944.5,0.908256880733945,0.010101010101010102,0.006060606060606061
2026-06,US,Enterprise,Mobile,Card,3217,3011,335453.43,40,20,5981.38,314804.72,0.935965184954927,0.01328462304882099,0.006642311524410495
2026-06,US,Enterprise,Mobile,Wallet,1026,988,111823.77,24,3,2045.36,107652.48,0.9629629629629629,0.024291497975708502,0.003036437246963563
2026-06,US,Mid-market,Desktop,BNPL,387,356,28609.69,13,0,495.73,26099.87,0.9198966408268734,0.03651685393258427,0.0
2026-06,US,Mid-market,Desktop,Bank debit,616,578,41669.73,7,1,752.33,39597.82,0.9383116883116883,0.012110726643598616,0.0017301038062283738
2026-06,US,Mid-market,Desktop,Card,3898,3693,286940.04,59,30,5176.62,272450.58,0.9474089276552078,0.015976171134578932,0.008123476848090982
2026-06,US,Mid-market,Desktop,Wallet,1192,1143,90130.96,17,2,1633.82,85987.18,0.9588926174496645,0.014873140857392825,0.0017497812773403325
2026-06,US,Mid-market,Mobile,BNPL,674,615,47993.59,11,3,849.53,44706.71,0.9124629080118695,0.01788617886178862,0.004878048780487805
2026-06,US,Mid-market,Mobile,Bank debit,1211,1122,83565.6,12,1,1473.53,77549.19,0.9265070189925682,0.0106951871657754,0.00089126559714795
2026-06,US,Mid-market,Mobile,Card,6827,6398,491118.75,105,49,8729.01,459408.68,0.9371612714222939,0.016411378555798686,0.007658643326039387
2026-06,US,Mid-market,Mobile,Wallet,2152,2042,154095.46,28,2,2787.21,146701.73,0.9488847583643123,0.013712047012732615,0.0009794319294809011
2026-06,US,SMB,Desktop,BNPL,709,665,34811.65,16,1,620.06,32625.88,0.9379407616361072,0.02406015037593985,0.0015037593984962407
2026-06,US,SMB,Desktop,Bank debit,1275,1185,61134.43,18,4,1062.35,55906.04,0.9294117647058824,0.015189873417721518,0.0033755274261603376
2026-06,US,SMB,Desktop,Card,7204,6785,356401.82,103,52,6421.64,337978.66,0.9418378678511938,0.01518054532056006,0.007663964627855564
2026-06,US,SMB,Desktop,Wallet,2289,2179,111923.76,36,4,2038.24,107278.36,0.9519440803844473,0.016521340064249657,0.0018357044515832951
2026-06,US,SMB,Mobile,BNPL,1238,1142,62697.47,26,5,1108.29,58324.87,0.9224555735056543,0.02276707530647986,0.0043782837127845885
2026-06,US,SMB,Mobile,Bank debit,2168,1995,108393.82,29,8,1882.48,99073.28,0.9202029520295203,0.014536340852130326,0.0040100250626566416
2026-06,US,SMB,Mobile,Card,12919,12138,640715.31,201,89,11420.95,601098.75,0.9395464045204737,0.016559565002471577,0.007332344702586917
2026-06,US,SMB,Mobile,Wallet,4113,3916,206604.84,73,12,3727.96,196219.62,0.9521030877704838,0.0186414708886619,0.0030643513789581204
2026-07,AU,Enterprise,Desktop,BNPL,51,48,6965.61,0,0,124.56,6556.37,0.9411764705882353,0.0,0.0
2026-07,AU,Enterprise,Desktop,Bank debit,96,89,10963.91,1,0,189.76,9988.43,0.9270833333333334,0.011235955056179775,0.0
2026-07,AU,Enterprise,Desktop,Card,492,473,52695.23,6,4,964.06,50741.15,0.9613821138211383,0.012684989429175475,0.008456659619450317
2026-07,AU,Enterprise,Desktop,Wallet,153,145,17936.84,2,0,327.58,17241.84,0.9477124183006536,0.013793103448275862,0.0
2026-07,AU,Enterprise,Mobile,BNPL,87,82,8309.52,3,0,147.67,7770.92,0.9425287356321839,0.036585365853658534,0.0
2026-07,AU,Enterprise,Mobile,Bank debit,163,154,14495.55,4,0,265.79,13990.73,0.9447852760736196,0.025974025974025976,0.0
2026-07,AU,Enterprise,Mobile,Card,856,788,89095.61,8,3,1546.99,81423.72,0.9205607476635514,0.01015228426395939,0.0038071065989847717
2026-07,AU,Enterprise,Mobile,Wallet,278,265,34373.89,3,0,623.92,32836.93,0.9532374100719424,0.011320754716981131,0.0
2026-07,AU,Mid-market,Desktop,BNPL,105,95,6147.2699999999995,3,1,100.8,5303.86,0.9047619047619048,0.031578947368421054,0.010526315789473684
2026-07,AU,Mid-market,Desktop,Bank debit,184,176,13370.46,3,2,246.32999999999998,12963.47,0.9565217391304348,0.017045454545454544,0.011363636363636364
2026-07,AU,Mid-market,Desktop,Card,1015,946,73144.44,13,9,1303.52,68608.1,0.9320197044334976,0.013742071881606765,0.009513742071881607
2026-07,AU,Mid-market,Desktop,Wallet,309,296,23982.11,4,1,435.94,22943.97,0.9579288025889967,0.013513513513513514,0.0033783783783783786
2026-07,AU,Mid-market,Mobile,BNPL,160,153,12774.86,2,0,233.5,12289.13,0.95625,0.013071895424836602,0.0
2026-07,AU,Mid-market,Mobile,Bank debit,307,280,21413.44,2,1,371.96,19579.31,0.9120521172638436,0.007142857142857143,0.0035714285714285713
2026-07,AU,Mid-market,Mobile,Card,1762,1662,138440.42,24,10,2480.82,130551.28,0.9432463110102156,0.01444043321299639,0.006016847172081829
2026-07,AU,Mid-market,Mobile,Wallet,608,583,44222.46,12,2,807.99,42524.28,0.9588815789473685,0.02058319039451115,0.003430531732418525
2026-07,AU,SMB,Desktop,BNPL,192,176,9727.92,2,0,175.56,9240.69,0.9166666666666666,0.011363636363636364,0.0
2026-07,AU,SMB,Desktop,Bank debit,363,338,17900.19,10,0,319.99,16841.24,0.931129476584022,0.029585798816568046,0.0
2026-07,AU,SMB,Desktop,Card,1921,1806,95342.58,34,16,1706.01,89798.03,0.9401353461738677,0.018826135105204873,0.008859357696566999
2026-07,AU,SMB,Desktop,Wallet,648,619,32169.43,15,2,588.6,30978.98,0.9552469135802469,0.024232633279483037,0.0032310177705977385
2026-07,AU,SMB,Mobile,BNPL,350,317,17234.67,10,0,287.23,15116.89,0.9057142857142857,0.031545741324921134,0.0
2026-07,AU,SMB,Mobile,Bank debit,616,560,31344.03,8,2,547.21,28797.88,0.9090909090909091,0.014285714285714285,0.0035714285714285713
2026-07,AU,SMB,Mobile,Card,3399,3167,166074.9,56,25,2934.87,154469.4,0.931744630773757,0.01768234922639722,0.007893905904641616
2026-07,AU,SMB,Mobile,Wallet,1037,984,54499.63,13,2,976.04,51377.04,0.9488910318225651,0.013211382113821139,0.0020325203252032522
2026-07,CA,Enterprise,Desktop,BNPL,61,52,8495.52,1,1,121.16,6375.84,0.8524590163934426,0.019230769230769232,0.019230769230769232
2026-07,CA,Enterprise,Desktop,Bank debit,112,100,9362.67,2,0,157.02,8261.99,0.8928571428571429,0.02,0.0
2026-07,CA,Enterprise,Desktop,Card,646,609,74496.63,14,2,1347.94,70946.79,0.9427244582043344,0.022988505747126436,0.003284072249589491
2026-07,CA,Enterprise,Desktop,Wallet,206,197,20527.93,3,0,360.7,18980.62,0.9563106796116505,0.015228426395939087,0.0
2026-07,CA,Enterprise,Mobile,BNPL,88,78,8376.97,1,0,138.35,7282.36,0.8863636363636364,0.01282051282051282,0.0
2026-07,CA,Enterprise,Mobile,Bank debit,181,171,20510.44,1,0,362.18,19062.01,0.9447513812154696,0.005847953216374269,0.0
2026-07,CA,Enterprise,Mobile,Card,1145,1071,124777.04,19,5,2238.37,117802.71,0.9353711790393013,0.017740429505135387,0.004668534080298786
2026-07,CA,Enterprise,Mobile,Wallet,369,352,39901.61,7,0,732.75,38572.81,0.9539295392953929,0.019886363636363636,0.0
2026-07,CA,Mid-market,Desktop,BNPL,135,122,8804.64,4,0,151.83,7990.62,0.9037037037037037,0.03278688524590164,0.0
2026-07,CA,Mid-market,Desktop,Bank debit,240,226,18455.92,7,0,333.21,17535.9,0.9416666666666667,0.030973451327433628,0.0
2026-07,CA,Mid-market,Desktop,Card,1296,1217,95462.75,15,6,1705.08,89743.21,0.9390432098765432,0.012325390304026294,0.0049301561216105174
2026-07,CA,Mid-market,Desktop,Wallet,467,443,34548.5,6,2,625.5,32926.01,0.9486081370449678,0.013544018058690745,0.004514672686230248
2026-07,CA,Mid-market,Mobile,BNPL,261,246,17077.91,4,0,307.39,16172.48,0.9425287356321839,0.016260162601626018,0.0
2026-07,CA,Mid-market,Mobile,Bank debit,435,406,32040.62,4,0,576.19,30332.53,0.9333333333333333,0.009852216748768473,0.0
2026-07,CA,Mid-market,Mobile,Card,2442,2262,174486.29,33,12,3013.35,158590.71,0.9262899262899262,0.014588859416445624,0.005305039787798408
2026-07,CA,Mid-market,Mobile,Wallet,806,775,59109.22,10,4,1077.14,56687.77,0.9615384615384616,0.012903225806451613,0.005161290322580645
2026-07,CA,SMB,Desktop,BNPL,241,214,12283.18,5,0,207.41,10917.88,0.8879668049792531,0.02336448598130841,0.0
2026-07,CA,SMB,Desktop,Bank debit,417,388,20912.77,5,0,364.39,19177.32,0.9304556354916067,0.01288659793814433,0.0
2026-07,CA,SMB,Desktop,Card,2639,2496,129383.64,41,17,2345.98,123470.03,0.9458128078817734,0.016426282051282052,0.006810897435897436
2026-07,CA,SMB,Desktop,Wallet,821,787,41148.12,13,1,738.09,38846.76,0.9585870889159561,0.016518424396442185,0.0012706480304955528
2026-07,CA,SMB,Mobile,BNPL,436,392,22252.79,9,0,387.53000000000003,20394.29,0.8990825688073395,0.02295918367346939,0.0
2026-07,CA,SMB,Mobile,Bank debit,821,758,40733.65,11,1,707.89,37255.26,0.9232643118148599,0.014511873350923483,0.0013192612137203166
2026-07,CA,SMB,Mobile,Card,4694,4070,235785.45,63,32,3882.61,204361.69,0.8670643374520665,0.01547911547911548,0.007862407862407862
2026-07,CA,SMB,Mobile,Wallet,1438,1368,71437.92,18,4,1301.39,68495.33,0.9513212795549374,0.013157894736842105,0.0029239766081871343
2026-07,DE,Enterprise,Desktop,BNPL,49,45,5339.79,1,0,93.64,4928.14,0.9183673469387755,0.022222222222222223,0.0
2026-07,DE,Enterprise,Desktop,Bank debit,91,87,7648.87,2,1,140.69,7400.71,0.9560439560439561,0.022988505747126436,0.011494252873563218
2026-07,DE,Enterprise,Desktop,Card,499,465,54204.62,8,3,967.59,50922.24,0.9318637274549099,0.017204301075268817,0.0064516129032258064
2026-07,DE,Enterprise,Desktop,Wallet,136,130,17027.76,1,1,314.92,16573.28,0.9558823529411765,0.007692307692307693,0.007692307692307693
2026-07,DE,Enterprise,Mobile,BNPL,82,76,9030.23,1,2,162.17,8535.02,0.926829268292683,0.013157894736842105,0.02631578947368421
2026-07,DE,Enterprise,Mobile,Bank debit,158,135,18421.33,1,1,303.69,15982.45,0.8544303797468354,0.007407407407407408,0.007407407407407408
2026-07,DE,Enterprise,Mobile,Card,890,843,100423.83,14,8,1820.55,95816.62,0.9471910112359551,0.0166073546856465,0.009489916963226572
2026-07,DE,Enterprise,Mobile,Wallet,274,259,29221.55,4,0,522.64,27512.32,0.9452554744525548,0.015444015444015444,0.0
2026-07,DE,Mid-market,Desktop,BNPL,110,97,7008.03,3,0,121.23,6382.37,0.8818181818181818,0.030927835051546393,0.0
2026-07,DE,Mid-market,Desktop,Bank debit,183,165,12338.4,0,0,214.42,11286.98,0.9016393442622951,0.0,0.0
2026-07,DE,Mid-market,Desktop,Card,1033,969,74941.11,11,8,1344.42,70750.42,0.9380445304937076,0.011351909184726523,0.008255933952528379
2026-07,DE,Mid-market,Desktop,Wallet,360,350,25505.67,3,0,474.09,24949.09,0.9722222222222222,0.008571428571428572,0.0
2026-07,DE,Mid-market,Mobile,BNPL,159,139,10810.05,1,2,178.62,9402.19,0.8742138364779874,0.007194244604316547,0.014388489208633094
2026-07,DE,Mid-market,Mobile,Bank debit,326,300,22132.3,4,0,383.3,20172.47,0.9202453987730062,0.013333333333333334,0.0
2026-07,DE,Mid-market,Mobile,Card,1882,1775,134630.25,35,10,2393.13,125952.67,0.9431455897980872,0.01971830985915493,0.005633802816901409
